sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement,history,source
21860,MZ/AIZ/84A10/2014/08,Mizoram,,,,23.50994,92.76861,,,,uploaded landslide_report.pdf
21861,MZ/CHA/84E06/2017/34,Mizoram,,,,23.510275,93.360333,,,,uploaded landslide_report.pdf
21862,MZ/CHA/84E06/2017/23,Mizoram,,,,23.0,93.359164,,,,uploaded landslide_report.pdf
21863,MZ/CHA/84E02/2017/0001,Mizoram,,,,23.513436,93.074047,,,,uploaded landslide_report.pdf
21864,MZ/CHA/84E06/2017/25,Mizoram,,,,25.0,93.369982,,,,uploaded landslide_report.pdf
21865,MZ/CHA/84E02/2017/22,Mizoram,,,,22.0,93.075702,,,,uploaded landslide_report.pdf
21866,MZ/CHA/84E06/2017/11,Mizoram,,,,23.518162,93.366956,,,,uploaded landslide_report.pdf
21867,MZ/MAM/84A10/2015/144,Mizoram,,,,23.519139,92.5795,,,,uploaded landslide_report.pdf
21868,MZ/MAM/84A10/2015/141,Mizoram,,,,23.51975,92.579556,,,,uploaded landslide_report.pdf
21869,MZ/MAM/84A10/2015/143,Mizoram,,,,23.531417,92.573056,,,,uploaded landslide_report.pdf
21870,MZ/MAM/84A10/2015/142,Mizoram,,,,23.533361,92.572139,,,,uploaded landslide_report.pdf
21871,MZ/CHA/84E02/2017/0016,Mizoram,,,,23.534307,93.168479,,,,uploaded landslide_report.pdf
21872,MZ/AIZ/84A14/2015/61,Mizoram,,,,23.535189,92.846042,,,,uploaded landslide_report.pdf
21873,MZ/CHA/84E02/2017/0017,Mizoram,,,,23.537082,93.161682,,,,uploaded landslide_report.pdf
21874,MZ/CHA/84E02/2017/3,Mizoram,,,,23.537491,93.159176,,,,uploaded landslide_report.pdf
21875,MZ/CHA/84E02/2017/0019,Mizoram,,,,23.538538,93.158251,,,,uploaded landslide_report.pdf
21876,MZ/CHA/84E06/2017/31,Mizoram,,,,23.540457,93.379051,,,,uploaded landslide_report.pdf
21877,MZ/CHA/84E06/2017/19,Mizoram,,,,23.541929,93.382376,,,,uploaded landslide_report.pdf
21878,MZ/CHA/84E02/2017/0011,Mizoram,,,,23.542899,93.156212,,,,uploaded landslide_report.pdf
21879,MZ/CHA/84E06/2017/32,Mizoram,,,,23.54294,93.384772,,,,uploaded landslide_report.pdf
21880,MZ/CHA/84E02/2017/19,Mizoram,,,,23.543891,93.232644,,,,uploaded landslide_report.pdf
21881,MZ/CHA/84E02/2017/0013,Mizoram,,,,23.545796,93.136912,,,,uploaded landslide_report.pdf
21882,MZ/MAM/84A10/2015/139,Mizoram,,,,23.546,92.574556,,,,uploaded landslide_report.pdf
21883,MZ/CHA/84E02/2017/0012,Mizoram,,,,23.546048,93.147734,,,,uploaded landslide_report.pdf
21884,MZ/CHA/84E06/2017/7,Mizoram,,,,23.546627,93.381058,,,,uploaded landslide_report.pdf
21885,MZ/CHA/84E02/2017/0003,Mizoram,,,,23.548132,93.077509,,,,uploaded landslide_report.pdf
21886,MZ/CHA/84E02/2017/0014,Mizoram,,,,23.548173,93.131588,,,,uploaded landslide_report.pdf
21887,MZ/CHA/84E02/2017/18,Mizoram,,,,23.55097,93.215688,,,,uploaded landslide_report.pdf
21888,MZ/CHA/84E02/2017/0004,Mizoram,,,,23.555561,93.072462,,,,uploaded landslide_report.pdf
21889,MZ/CHA/84E06/2017/26,Mizoram,,,,26.0,93.295668,,,,uploaded landslide_report.pdf
21890,MZ/MAM/84A10/2015/145,Mizoram,,,,23.562444,92.577806,,,,uploaded landslide_report.pdf
21891,MZ/CHA/84E02/2017/0015,Mizoram,,,,23.563275,93.120567,,,,uploaded landslide_report.pdf
21892,MZ/AIZ/84A14/2015/60,Mizoram,,,,23.566631,92.876781,,,,uploaded landslide_report.pdf
21893,MZ/CHA/84E02/2017/0067,Mizoram,,,,23.56952,93.100523,,,,uploaded landslide_report.pdf
21894,MZ/MAM/84A06/2020/1,Mizoram,,,,23.57,92.47,,,,uploaded landslide_report.pdf
21895,MZ/MAM/84A06/2020/2,Mizoram,,,,23.57,92.47,,,,uploaded landslide_report.pdf
21896,MZ/CHA/84E02/2017/0126,Mizoram,,,,23.570595,93.07382,,,,uploaded landslide_report.pdf
21897,MZ/CHA/84E02/2017/28,Mizoram,,,,28.0,93.102716,,,,uploaded landslide_report.pdf
21898,MZ/CHA/84E02/2017/0069,Mizoram,,,,23.57348,93.102938,,,,uploaded landslide_report.pdf
21899,MZ/CHA/84E02/2017/0065,Mizoram,,,,23.573731,93.075313,,,,uploaded landslide_report.pdf
21900,MZ/CHA/84E02/2017/0070,Mizoram,,,,23.577354,93.102871,,,,uploaded landslide_report.pdf
21901,MZ/MAM/84A10/2015/146,Mizoram,,,,23.580139,92.591139,,,,uploaded landslide_report.pdf
21902,MZ/CHA/84E02/2017/20,Mizoram,,,,20.0,93.09659,,,,uploaded landslide_report.pdf
21903,MZ/MAM/84A10/2015/159,Mizoram,,,,23.584417,92.622917,,,,uploaded landslide_report.pdf
21904,MZ/CHA/84E02/2017/25,Mizoram,,,,25.0,93.102493,,,,uploaded landslide_report.pdf
21905,MZ/MAM/84A10/2015/160,Mizoram,,,,23.587,92.622389,,,,uploaded landslide_report.pdf
21906,MZ/MAM/84A10/2015/137,Mizoram,,,,23.587111,92.601667,,,,uploaded landslide_report.pdf
21907,MZ/MAM/84A10/2015/152,Mizoram,,,,23.587361,92.601278,,,,uploaded landslide_report.pdf
21908,MZ/MAM/84A10/2015/149,Mizoram,,,,23.587917,92.598056,,,,uploaded landslide_report.pdf
21909,MZ/MAM/84A10/2015/151,Mizoram,,,,23.588417,92.600889,,,,uploaded landslide_report.pdf
21910,MZ/MAM/84A10/2015/148,Mizoram,,,,23.588444,92.597417,,,,uploaded landslide_report.pdf
21911,MZ/MAM/84A10/2015/150,Mizoram,,,,23.588472,92.599,,,,uploaded landslide_report.pdf
21912,MZ/MAM/84A10/2015/147,Mizoram,,,,23.589167,92.590111,,,,uploaded landslide_report.pdf
21913,MZ/MAM/84A10/2015/165,Mizoram,,,,23.590139,92.607333,,,,uploaded landslide_report.pdf
21914,MZ/MAM/84A10/2015/167,Mizoram,,,,23.590722,92.604694,,,,uploaded landslide_report.pdf
21915,MZ/CHA/84E02/2017/0072,Mizoram,,,,23.597403,93.094131,,,,uploaded landslide_report.pdf
21916,MZ/CHA/84E02/2017/0005,Mizoram,,,,23.597919,93.207362,,,,uploaded landslide_report.pdf
21917,MZ/MAM/84A10/2015/166,Mizoram,,,,23.598139,92.599111,,,,uploaded landslide_report.pdf
21918,MZ/CHA/84E02/2017/2,Mizoram,,,,23.602028,93.083824,,,,uploaded landslide_report.pdf
21919,MZ/CHA/84E02/2017/0124,Mizoram,,,,23.602395,93.084222,,,,uploaded landslide_report.pdf
21920,MZ/CHA/84E06/2017/1,Mizoram,,,,23.603629,93.355925,,,,uploaded landslide_report.pdf
21921,MZ/CHA/84E02/2017/24,Mizoram,,,,24.0,93.092328,,,,uploaded landslide_report.pdf
21922,MZ/CHA/84E02/2017/27,Mizoram,,,,27.0,93.204311,,,,uploaded landslide_report.pdf
21923,MZ/CHA/84E02/2017/0007,Mizoram,,,,23.604431,93.204251,,,,uploaded landslide_report.pdf
21924,MZ/AIZ/84A10/2015/72,Mizoram,,,,23.604611,92.726417,,,,uploaded landslide_report.pdf
21925,MZ/CHA/84E02/2017/8,Mizoram,,,,23.605611,93.08682,,,,uploaded landslide_report.pdf
21926,MZ/CHA/84E02/2017/0008,Mizoram,,,,23.605864,93.20387,,,,uploaded landslide_report.pdf
21927,MZ/CHA/84E02/2017/0076,Mizoram,,,,23.606539,93.087476,,,,uploaded landslide_report.pdf
21928,MZ/CHA/84E02/2017/26,Mizoram,,,,26.0,93.088782,,,,uploaded landslide_report.pdf
21929,MZ/AIZ/84A14/2015/78,Mizoram,,,,23.607347,92.879114,,,,uploaded landslide_report.pdf
21930,MZ/CHA/84E02/2017/0074,Mizoram,,,,23.60753,93.092644,,,,uploaded landslide_report.pdf
21931,MZ/CHA/84E06/2017/15,Mizoram,,,,23.607873,93.351351,,,,uploaded landslide_report.pdf
21932,MZ/CHA/84E02/2017/0009,Mizoram,,,,23.608133,93.201022,,,,uploaded landslide_report.pdf
21933,MZ/AZL/84A10/2016/01,Mizoram,,,,23.608306,92.850583,,,,uploaded landslide_report.pdf
21934,MZ/MAM/84A10/2015/163,Mizoram,,,,23.608389,92.596889,,,,uploaded landslide_report.pdf
21935,MZ/MAM/84A10/2015/164,Mizoram,,,,23.609111,92.596306,,,,uploaded landslide_report.pdf
21936,MZ/AIZ/84A14/2015/103,Mizoram,,,,23.610611,92.977722,,,,uploaded landslide_report.pdf
21937,MZ/CHA/84E02/2017/0010,Mizoram,,,,23.612312,93.198942,,,,uploaded landslide_report.pdf
21938,MZ/AZL/84A10/2016/02,Mizoram,,,,23.613722,92.851889,,,,uploaded landslide_report.pdf
21939,MZ/MAM/84A10/2015/162,Mizoram,,,,23.615139,92.594944,,,,uploaded landslide_report.pdf
21940,MZ/CHA/84E02/2017/0112,Mizoram,,,,23.617227,93.042191,,,,uploaded landslide_report.pdf
21941,MZ/MAM/84A10/2015/158,Mizoram,,,,23.618083,92.645028,,,,uploaded landslide_report.pdf
21942,MZ/CHA/84E06/2017/5,Mizoram,,,,23.618316,93.342403,,,,uploaded landslide_report.pdf
21943,MZ/MAM/84A10/2015/154,Mizoram,,,,23.618722,92.627389,,,,uploaded landslide_report.pdf
21944,MZ/MAM/84A10/2015/157,Mizoram,,,,23.618917,92.642611,,,,uploaded landslide_report.pdf
21945,MZ/MAM/84A10/2015/156,Mizoram,,,,23.619583,92.634417,,,,uploaded landslide_report.pdf
21946,MZ/CHA/84E06/2017/30,Mizoram,,,,30.0,93.33801,,,,uploaded landslide_report.pdf
21947,MZ/MAM/84A10/2015/155,Mizoram,,,,23.621722,92.623583,,,,uploaded landslide_report.pdf
21948,MZ/MAM/84A10/2015/153,Mizoram,,,,23.625444,92.614889,,,,uploaded landslide_report.pdf
21949,MZ/AIZ/84A14/2015/100,Mizoram,,,,23.626194,92.962111,,,,uploaded landslide_report.pdf
21950,MZ/CHA/84E02/2017/0111,Mizoram,,,,23.626738,93.033627,,,,uploaded landslide_report.pdf
21951,MZ/CHA/84E02/2017/9,Mizoram,,,,23.629553,93.077474,,,,uploaded landslide_report.pdf
21952,MZ/CHA/84E02/2017/0114,Mizoram,,,,23.630914,93.079723,,,,uploaded landslide_report.pdf
21953,MZ/CHA/84E02/2017/0110,Mizoram,,,,23.631956,93.033971,,,,uploaded landslide_report.pdf
21954,MZ/CHA/84E02/2017/0109,Mizoram,,,,23.63341,93.033595,,,,uploaded landslide_report.pdf
21955,MZ/CHA/84E02/2017/0113,Mizoram,,,,23.633591,93.048668,,,,uploaded landslide_report.pdf
21956,MZ/CHA/84E02/2017/0089,Mizoram,,,,23.635122,93.065289,,,,uploaded landslide_report.pdf
21957,MZ/CHA/84E02/2017/1,Mizoram,,,,23.635733,93.07666,,,,uploaded landslide_report.pdf
21958,MZ/CHA/84E02/2017/11,Mizoram,,,,23.636647,93.082939,,,,uploaded landslide_report.pdf
21959,MZ/CHA/84E02/2017/23,Mizoram,,,,23.0,93.083183,,,,uploaded landslide_report.pdf
21960,MZ/MAM/84A10/2015/161,Mizoram,,,,23.637472,92.595278,,,,uploaded landslide_report.pdf
21961,MZ/CHA/84E02/2017/0088,Mizoram,,,,23.6377,93.066302,,,,uploaded landslide_report.pdf
21962,MZ/CHA/84E02/2017/0117,Mizoram,,,,23.63797,93.078826,,,,uploaded landslide_report.pdf
21963,MZ/CHA/84E02/2017/0087,Mizoram,,,,23.638822,93.066182,,,,uploaded landslide_report.pdf
21964,MZ/CHA/84E02/2017/0086,Mizoram,,,,23.639272,93.066239,,,,uploaded landslide_report.pdf
21965,MZ/AIZ/84E02/2017/30,Mizoram,,,,30.0,93.032189,,,,uploaded landslide_report.pdf
21966,MZ/CHA/84E06/2017/14,Mizoram,,,,23.640073,93.315306,,,,uploaded landslide_report.pdf
21967,MZ/CHA/84E06/2017/8,Mizoram,,,,23.640448,93.343559,,,,uploaded landslide_report.pdf
21968,MZ/CHA/84E02/2017/0081,Mizoram,,,,23.640693,93.084944,,,,uploaded landslide_report.pdf
21969,MZ/CHA/84E02/2017/0080,Mizoram,,,,23.64119,93.085929,,,,uploaded landslide_report.pdf
21970,MZ/CHA/84E02/2017/0085,Mizoram,,,,23.644469,93.068299,,,,uploaded landslide_report.pdf
21971,MZ/AIZ/84A14/2015/109,Mizoram,,,,23.6445,92.990194,,,,uploaded landslide_report.pdf
21972,MZ/CHA/84E02/2017/12,Mizoram,,,,23.644962,93.076363,,,,uploaded landslide_report.pdf
21973,MZ/CHA/84E02/2017/0119,Mizoram,,,,23.646848,93.068776,,,,uploaded landslide_report.pdf
21974,MZ/CHA/84E06/2017/21,Mizoram,,,,21.0,93.303877,,,,uploaded landslide_report.pdf
21975,MZ/CHA/84E06/2017/2,Mizoram,,,,23.647375,93.303415,,,,uploaded landslide_report.pdf
21976,MZ/CHA/84E02/2017/0120,Mizoram,,,,23.647593,93.068219,,,,uploaded landslide_report.pdf
21977,MZ/CHA/84E06/2017/13,Mizoram,,,,23.647667,93.299727,,,,uploaded landslide_report.pdf
21978,MZ/CHA/84E06/2017/9,Mizoram,,,,23.648967,93.291988,,,,uploaded landslide_report.pdf
21979,MZ/AIZ/84E02/2017/32,Mizoram,,,,23.650925,93.030704,,,,uploaded landslide_report.pdf
21980,MZ/AIZ/84A10/2015/193,Mizoram,,,,23.652972,92.6985,,,,uploaded landslide_report.pdf
21981,MZ/AIZ/84E02/2017/37,Mizoram,,,,20.5,93.029927,,,,uploaded landslide_report.pdf
21982,MZ/CHA/84E06/2017/24,Mizoram,,,,24.0,93.287022,,,,uploaded landslide_report.pdf
21983,MZ/AIZ/84A14/2015/113,Mizoram,,,,23.654361,92.932389,,,,uploaded landslide_report.pdf
21984,MZ/AIZ/84A14/2015/101,Mizoram,,,,23.654556,92.965056,,,,uploaded landslide_report.pdf
21985,MZ/AIZ/84A10/2015/190,Mizoram,,,,23.65475,92.690083,,,,uploaded landslide_report.pdf
21986,MZ/AIZ/84A14/2015/102,Mizoram,,,,23.655417,92.957167,,,,uploaded landslide_report.pdf
21987,MZ/AIZ/84A14/2015/104,Mizoram,,,,23.656556,92.964611,,,,uploaded landslide_report.pdf
21988,MZ/AIZ/84E02/2017/29,Mizoram,,,,29.0,93.028012,,,,uploaded landslide_report.pdf
21989,MZ/CHA/84E06/2017/16,Mizoram,,,,23.657018,93.286924,,,,uploaded landslide_report.pdf
21990,MZ/CHA/84E02/2017/0082,Mizoram,,,,23.657186,93.087169,,,,uploaded landslide_report.pdf
21991,MZ/MAM/84A10/2015/176,Mizoram,,,,23.657194,92.5905,,,,uploaded landslide_report.pdf
21992,MZ/AIZ/84A10/2015/192,Mizoram,,,,23.657278,92.704583,,,,uploaded landslide_report.pdf
21993,MZ/AIZ/84A14/2015/105,Mizoram,,,,23.657444,92.963889,,,,uploaded landslide_report.pdf
21994,MZ/CHA/84E06/2017/3,Mizoram,,,,23.657642,93.349683,,,,uploaded landslide_report.pdf
21995,MZ/AIZ/84A14/2015/107,Mizoram,,,,23.658861,92.963722,,,,uploaded landslide_report.pdf
21996,MZ/AIZ/84A14/2015/106,Mizoram,,,,23.658944,92.964056,,,,uploaded landslide_report.pdf
21997,MZ/CHA/84E06/2017/28,Mizoram,,,,28.0,93.349052,,,,uploaded landslide_report.pdf
21998,MZ/CHA/84E06/2017/17,Mizoram,,,,23.660361,93.285548,,,,uploaded landslide_report.pdf
21999,MZ/AIZ/84E02/2017/31,Mizoram,,,,20.0,93.023297,,,,uploaded landslide_report.pdf
22000,MZ/MAM/84A10/2015/177,Mizoram,,,,23.664583,92.590111,,,,uploaded landslide_report.pdf
22001,MZ/AIZ/84A14/2015/96,Mizoram,,,,23.665806,92.969556,,,,uploaded landslide_report.pdf
22002,MZ/AIZ/84A14/2015/114,Mizoram,,,,23.665806,92.892639,,,,uploaded landslide_report.pdf
22003,MZ/AIZ/84A14/2015/95,Mizoram,,,,23.666361,92.975972,,,,uploaded landslide_report.pdf
22004,MZ/CHA/84E06/2017/10,Mizoram,,,,23.666608,93.350691,,,,uploaded landslide_report.pdf
22005,MZ/AIZ/84A14/2015/115,Mizoram,,,,23.666722,92.890889,,,,uploaded landslide_report.pdf
22006,MZ/AIZ/84A14/2015/93,Mizoram,,,,23.667306,92.978028,,,,uploaded landslide_report.pdf
22007,MZ/AIZ/84A14/2015/91,Mizoram,,,,23.667361,92.978,,,,uploaded landslide_report.pdf
22008,MZ/AIZ/84A14/2015/92,Mizoram,,,,23.667361,92.978,,,,uploaded landslide_report.pdf
22009,MZ/AIZ/84A14/2015/112,Mizoram,,,,23.669056,92.888889,,,,uploaded landslide_report.pdf
22010,MZ/MAM/84A10/2015/174,Mizoram,,,,23.669278,92.592278,,,,uploaded landslide_report.pdf
22011,MZ/AIZ/84E02/2017/38,Mizoram,,,,23.66958,93.02425,,,,uploaded landslide_report.pdf
22012,MZ/MAM/84A10/2015/178,Mizoram,,,,23.669694,92.592667,,,,uploaded landslide_report.pdf
22013,MZ/AIZ/84A14/2015/94,Mizoram,,,,23.670389,92.964417,,,,uploaded landslide_report.pdf
22014,MZ/AIZ/84A10/2015/73,Mizoram,,,,23.670556,92.728528,,,,uploaded landslide_report.pdf
22015,MZ/AIZ/84A14/2015/111,Mizoram,,,,23.671,92.888333,,,,uploaded landslide_report.pdf
22016,MZ/CHA/84E06/2017/18,Mizoram,,,,23.672022,93.349595,,,,uploaded landslide_report.pdf
22017,MZ/CHA/84E06/2017/4,Mizoram,,,,23.673104,93.349412,,,,uploaded landslide_report.pdf
22018,MZ/MAM/84A10/2015/173,Mizoram,,,,23.674167,92.596889,,,,uploaded landslide_report.pdf
22019,MZ/MAM/84A10/2015/122,Mizoram,,,,23.67425,92.587278,,,,uploaded landslide_report.pdf
22020,MZ/MAM/84A10/2015/172,Mizoram,,,,23.674694,92.597361,,,,uploaded landslide_report.pdf
22021,MZ/AIZ/84E02/2017/33,Mizoram,,,,23.675142,93.023551,,,,uploaded landslide_report.pdf
22022,MZ/MAM/84A10/2015/171,Mizoram,,,,23.675722,92.598639,,,,uploaded landslide_report.pdf
22023,MZ/CHA/84E02/2017/0083,Mizoram,,,,23.677967,93.087973,,,,uploaded landslide_report.pdf
22024,MZ/MAM/84A10/2015/120,Mizoram,,,,23.678583,92.571583,,,,uploaded landslide_report.pdf
22025,MZ/AIZ/84E02/2017/34,Mizoram,,,,23.68054,93.020091,,,,uploaded landslide_report.pdf
22026,MZ/MAM/84A10/2015/121,Mizoram,,,,23.68075,92.571917,,,,uploaded landslide_report.pdf
22027,MZ/AIZ/84A14/2015/89,Mizoram,,,,23.680931,92.859617,,,,uploaded landslide_report.pdf
22028,MZ/AIZ/84E02/2017/36,Mizoram,,,,23.681206,93.019927,,,,uploaded landslide_report.pdf
22029,MZ/AIZ/84A10/2015/191,Mizoram,,,,23.681531,92.718606,,,,uploaded landslide_report.pdf
22030,MZ/CHA/84E02/2017/4,Mizoram,,,,23.681548,93.030106,,,,uploaded landslide_report.pdf
22031,MZ/MAM/84A10/2015/170,Mizoram,,,,23.681778,92.602611,,,,uploaded landslide_report.pdf
22032,MZ/AIZ/84A14/2015/65,Mizoram,,,,23.682158,92.858383,,,,uploaded landslide_report.pdf
22033,MZ/MAM/84A10/2015/119,Mizoram,,,,23.68225,92.573694,,,,uploaded landslide_report.pdf
22034,MZ/CHA/84E06/2017/27,Mizoram,,,,27.0,93.350321,,,,uploaded landslide_report.pdf
22035,MZ/MAM/84A10/2015/169,Mizoram,,,,23.682611,92.602028,,,,uploaded landslide_report.pdf
22036,MZ/MAM/84A10/2015/179,Mizoram,,,,23.683417,92.601222,,,,uploaded landslide_report.pdf
22037,MZ/MAM/84A10/2015/168,Mizoram,,,,23.684222,92.599917,,,,uploaded landslide_report.pdf
22038,MZ/MAM/84A10/2015/134,Mizoram,,,,23.684472,92.573694,,,,uploaded landslide_report.pdf
22039,MZ/CHA/84E02/2017/0084,Mizoram,,,,23.684707,93.088283,,,,uploaded landslide_report.pdf
22040,MZ/CHA/84E02/2017/17,Mizoram,,,,23.685602,93.028404,,,,uploaded landslide_report.pdf
22041,MZ/AIZ/84E02/2017/39,Mizoram,,,,23.685795,93.019874,,,,uploaded landslide_report.pdf
22042,MZ/CHA/84E02/2017/0064,Mizoram,,,,23.687031,93.203106,,,,uploaded landslide_report.pdf
22043,MZ/AIZ/84A10/2015/232,Mizoram,,,,23.687833,92.722444,,,,uploaded landslide_report.pdf
22044,MZ/MAM/84A10/2015/175,Mizoram,,,,23.688389,92.595583,,,,uploaded landslide_report.pdf
22045,MZ/CHA/84E02/2017/0061,Mizoram,,,,23.689256,93.192172,,,,uploaded landslide_report.pdf
22046,MZ/CHA/84E02/2017/5,Mizoram,,,,23.689282,93.039041,,,,uploaded landslide_report.pdf
22047,MZ/MAM/84A06/2020/3,Mizoram,,,,23.69,92.49,,,,uploaded landslide_report.pdf
22048,MZ/MAM/84A06/2020/4,Mizoram,,,,23.69,92.35,,,,uploaded landslide_report.pdf
22049,MZ/MAM/84A06/2020/5,Mizoram,,,,23.69,92.35,,,,uploaded landslide_report.pdf
22050,MZ/MAM/84A10/2015/133,Mizoram,,,,23.690722,92.570139,,,,uploaded landslide_report.pdf
22051,MZ/CHA/84E02/2017/6,Mizoram,,,,23.69159,93.190067,,,,uploaded landslide_report.pdf
22052,MZ/MAM/84A10/2015/136,Mizoram,,,,23.691722,92.575111,,,,uploaded landslide_report.pdf
22053,MZ/MAM/84A10/2015/135,Mizoram,,,,23.6935,92.570306,,,,uploaded landslide_report.pdf
22054,MZ/AIZ/84A10/2015/231,Mizoram,,,,23.693667,92.719056,,,,uploaded landslide_report.pdf
22055,MZ/CHA/84E02/2017/0062,Mizoram,,,,23.694333,93.183335,,,,uploaded landslide_report.pdf
22056,MZ/MAM/84A10/2015/132,Mizoram,,,,23.695083,92.570639,,,,uploaded landslide_report.pdf
22057,MZ/CHA/84E02/2017/0095,Mizoram,,,,23.695088,93.041426,,,,uploaded landslide_report.pdf
22058,MZ/AIZ/84A14/2015/64,Mizoram,,,,23.695444,92.861667,,,,uploaded landslide_report.pdf
22059,MZ/AIZ/84A14/2015/85,Mizoram,,,,23.695528,92.884167,,,,uploaded landslide_report.pdf
22060,MZ/CHA/84E02/2017/0096,Mizoram,,,,23.696979,93.041829,,,,uploaded landslide_report.pdf
22061,MZ/AIZ/84A14/2015/87,Mizoram,,,,23.697056,92.877944,,,,uploaded landslide_report.pdf
22062,MZ/MAM/84A10/2015/118,Mizoram,,,,23.697889,92.568444,,,,uploaded landslide_report.pdf
22063,MZ/AIZ/84A10/2015/230,Mizoram,,,,23.699472,92.716167,,,,uploaded landslide_report.pdf
22064,MZ/AIZ/84A10/2014/04,Mizoram,,,,23.6995,92.71617,,,,uploaded landslide_report.pdf
22065,MZ/AIZ/84A14/2015/59,Mizoram,,,,23.699611,92.874917,,,,uploaded landslide_report.pdf
22066,MZ/AIZ/84A10/2015/229,Mizoram,,,,23.700556,92.715972,,,,uploaded landslide_report.pdf
22067,MZ/AIZ/84A14/2015/83,Mizoram,,,,23.700889,92.878361,,,,uploaded landslide_report.pdf
22068,MZ/CHA/84E02/2017/14,Mizoram,,,,23.701047,93.190913,,,,uploaded landslide_report.pdf
22069,MZ/CHA/84E02/2017/0063,Mizoram,,,,23.701575,93.177726,,,,uploaded landslide_report.pdf
22070,MIZ/AZL/84A/10/2021/01,Mizoram,,,,23.70166667,92.71944444,,,,uploaded landslide_report.pdf
22071,MZ/AIZ/84A14/2015/110,Mizoram,,,,23.702056,92.993222,,,,uploaded landslide_report.pdf
22072,MZ/AIZ/84A10/2014/03,Mizoram,,,,23.70272,92.71631,,,,uploaded landslide_report.pdf
22073,MZ/AIZ/84A10/2015/228,Mizoram,,,,23.704333,92.7145,,,,uploaded landslide_report.pdf
22074,MZ/AIZ/84A14/2015/108,Mizoram,,,,23.704861,92.98575,,,,uploaded landslide_report.pdf
22075,MZ/AIZ/84A14/2015/84,Mizoram,,,,23.705117,92.877669,,,,uploaded landslide_report.pdf
22076,MZ/AIZ/84E02/2017/35,Mizoram,,,,23.705262,93.008904,,,,uploaded landslide_report.pdf
22077,MZ/CHA/84E02/2017/7,Mizoram,,,,23.705705,93.19007,,,,uploaded landslide_report.pdf
22078,MZ/AIZ/84A10/2015/233,Mizoram,,,,23.706667,92.714694,,,,uploaded landslide_report.pdf
22079,MZ/CHA/84E02/2017/13,Mizoram,,,,23.707126,93.187183,,,,uploaded landslide_report.pdf
22080,MZ/AIZ/84A14/2015/68,Mizoram,,,,23.708217,92.761489,,,,uploaded landslide_report.pdf
22081,MZ/CHA/84E02/2017/0097,Mizoram,,,,23.708377,93.053261,,,,uploaded landslide_report.pdf
22082,MZ/CHA/84E02/2017/16,Mizoram,,,,23.708507,93.05583,,,,uploaded landslide_report.pdf
22083,MZ/AIZ/84A10/2015/194,Mizoram,,,,23.71,92.692528,,,,uploaded landslide_report.pdf
22084,MZ/AIZ/84A10/2015/69,Mizoram,,,,23.710194,92.741167,,,,uploaded landslide_report.pdf
22085,MZ/MAM/84A10/2015/131,Mizoram,,,,23.710278,92.558056,,,,uploaded landslide_report.pdf
22086,MZ/CHA/84E02/2017/0099,Mizoram,,,,21.0,93.058403,,,,uploaded landslide_report.pdf
22087,MZ/AIZ/84A10/2015/182,Mizoram,,,,23.71125,92.660167,,,,uploaded landslide_report.pdf
22088,MZ/AIZ/84A14/2015/63,Mizoram,,,,23.711722,92.858394,,,,uploaded landslide_report.pdf
22089,MZ/MAM/84A10/2015/181,Mizoram,,,,23.712306,92.649528,,,,uploaded landslide_report.pdf
22090,MZ/MAM/84A10/2015/180,Mizoram,,,,23.712528,92.64775,,,,uploaded landslide_report.pdf
22091,MZ/MAM/84A10/2015/128,Mizoram,,,,23.712611,92.560444,,,,uploaded landslide_report.pdf
22092,MZ/AIZ/84A10/2015/183,Mizoram,,,,23.712694,92.66025,,,,uploaded landslide_report.pdf
22093,MZ/AIZ/84A14/2015/67,Mizoram,,,,23.713131,92.798942,,,,uploaded landslide_report.pdf
22094,MZ/AIZ/84A10/2015/219,Mizoram,,,,23.714694,92.728694,,,,uploaded landslide_report.pdf
22095,MZ/AIZ/84A14/2015/79,Mizoram,,,,23.714703,92.873933,,,,uploaded landslide_report.pdf
22096,MZ/AIZ/84A10/2015/195,Mizoram,,,,23.715278,92.697611,,,,uploaded landslide_report.pdf
22097,MZ/MAM/84A10/2015/129,Mizoram,,,,23.7155,92.556028,,,,uploaded landslide_report.pdf
22098,MZ/AIZ/84A14/2015/80,Mizoram,,,,23.716025,92.854306,,,,uploaded landslide_report.pdf
22099,MZ/AIZ/84A10/2015/203,Mizoram,,,,23.716111,92.712611,,,,uploaded landslide_report.pdf
22100,MZ/AIZ/84A14/2015/81,Mizoram,,,,23.716125,92.866156,,,,uploaded landslide_report.pdf
22101,MZ/AIZ/84A10/2015/218,Mizoram,,,,23.716278,92.727694,,,,uploaded landslide_report.pdf
22102,MZ/AIZ/84A10/2015/205,Mizoram,,,,23.716333,92.688639,,,,uploaded landslide_report.pdf
22103,MZ/AIZ/84A10/2015/196,Mizoram,,,,23.716556,92.699056,,,,uploaded landslide_report.pdf
22104,MZ/AIZ/84A10/2015/209,Mizoram,,,,23.717028,92.692389,,,,uploaded landslide_report.pdf
22105,MZ/AIZ/84A10/2015/204,Mizoram,,,,23.717111,92.713972,,,,uploaded landslide_report.pdf
22106,MZ/AIZ/84A10/2015/213,Mizoram,,,,23.717222,92.694833,,,,uploaded landslide_report.pdf
